day_of_week,nb_customers_on_day,open,promotion,school_holiday,state_hol_0,state_hol_1,state_hol_2,state_hol_3,sales
4,485,1,0,1,1,0,0,0,4528.235518292683
6,511,1,0,1,1,0,0,0,4971.949982752673
3,509,1,1,0,1,0,0,0,5735.693045563549
2,705,1,1,0,1,0,0,0,7430.731629392972
2,660,1,0,0,1,0,0,0,5680.417628541448
1,491,1,1,1,1,0,0,0,6021.690789473684
5,530,1,0,1,1,0,0,0,5013.0
4,702,1,0,0,1,0,0,0,5933.963311382879
3,647,1,0,0,1,0,0,0,5538.52265625
7,0,0,0,0,1,0,0,0,0.0
4,1011,1,0,0,1,0,0,0,7576.42880794702
2,515,1,0,1,1,0,0,0,4691.07006071929
1,647,1,1,0,1,0,0,0,7558.199558985667
6,1104,1,0,0,1,0,0,0,9170.234093637455
3,833,1,1,0,1,0,0,0,8235.41917211329
3,1125,1,1,0,1,0,0,0,9897.945957820739
5,973,1,0,0,1,0,0,0,7810.869565217391
6,785,1,0,0,1,0,0,0,7052.422169811321
4,1110,1,1,0,1,0,0,0,9897.945957820739
6,715,1,0,0,1,0,0,0,6750.09394654088
6,762,1,0,0,1,0,0,0,7052.422169811321
7,0,0,0,0,1,0,0,0,0.0
3,0,0,0,1,0,1,0,0,0.0
4,772,1,1,0,1,0,0,0,7726.496010079798
3,424,1,0,1,1,0,0,0,4187.084158415842
3,490,1,1,0,1,0,0,0,5597.53734939759
7,0,0,0,0,1,0,0,0,0.0
2,710,1,1,1,1,0,0,0,7543.944910179641
3,694,1,0,0,1,0,0,0,5805.374263565892
2,983,1,0,0,1,0,0,0,7576.42880794702
2,1060,1,0,0,1,0,0,0,7849.09402241594
7,0,0,0,0,1,0,0,0,0.0
2,980,1,1,0,1,0,0,0,9064.868571428571
7,0,0,0,0,1,0,0,0,0.0
3,838,1,1,1,1,0,0,0,8235.41917211329
2,494,1,1,0,1,0,0,0,5748.026315789473
5,966,1,1,0,1,0,0,0,8822.24535493092
3,689,1,1,1,1,0,0,0,7058.356196414653
2,472,1,1,0,1,0,0,0,5530.072164948454
3,451,1,0,0,1,0,0,0,4360.727244582044
1,1400,1,1,0,1,0,0,0,13371.87535410765
4,721,1,1,0,1,0,0,0,7085.268030862127
6,308,1,0,0,1,0,0,0,2834.8985507246375
5,716,1,0,0,1,0,0,0,6480.836948915326
5,848,1,0,0,1,0,0,0,7387.374053030303
3,705,1,0,0,1,0,0,0,5805.374263565892
7,0,0,0,0,1,0,0,0,0.0
5,635,1,1,0,1,0,0,0,6474.423423423424
7,0,0,0,0,1,0,0,0,0.0
5,290,1,0,0,1,0,0,0,3124.625
7,0,0,0,0,1,0,0,0,0.0
5,843,1,1,0,1,0,0,0,8058.9481292517
3,2092,1,0,0,1,0,0,0,13126.052552552552
7,0,0,0,0,1,0,0,0,0.0
4,309,1,0,1,1,0,0,0,3226.2480916030536
5,732,1,1,0,1,0,0,0,7414.5713199898655
6,366,1,0,0,1,0,0,0,3469.0105660377358
6,674,1,0,0,1,0,0,0,6500.995071868583
7,0,0,0,0,1,0,0,0,0.0
2,701,1,1,0,1,0,0,0,7430.731629392972
2,633,1,1,0,1,0,0,0,6798.128312412831
4,1269,1,1,0,1,0,0,0,10935.489583333334
6,483,1,0,0,1,0,0,0,4719.9421782178215
1,621,1,0,0,1,0,0,0,5364.717372881356
3,603,1,1,0,1,0,0,0,6413.790129372304
6,535,1,0,0,1,0,0,0,5261.591693290735
3,667,1,0,0,1,0,0,0,5680.417628541448
7,0,0,0,0,1,0,0,0,0.0
5,985,1,1,0,1,0,0,0,8962.04939271255
7,0,0,0,0,1,0,0,0,0.0
5,360,1,1,0,1,0,0,0,4302.2962962962965
5,914,1,1,0,1,0,0,0,8597.108353510896
4,537,1,1,0,1,0,0,0,5762.096529284165
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
2,569,1,1,1,1,0,0,0,6339.220930232558
1,1304,1,1,0,1,0,0,0,12802.706878306879
3,815,1,1,0,1,0,0,0,8235.41917211329
3,468,1,0,1,1,0,0,0,4433.312154696133
4,843,1,1,0,1,0,0,0,8058.9481292517
3,612,1,1,0,1,0,0,0,6413.790129372304
1,662,1,0,0,1,0,0,0,5680.417628541448
1,764,1,0,0,1,0,0,0,6119.622191011236
4,686,1,1,0,1,0,0,0,6823.023879500367
6,566,1,0,0,1,0,0,0,5600.27261761158
7,0,0,0,0,1,0,0,0,0.0
5,374,1,1,0,1,0,0,0,4302.2962962962965
3,804,1,1,0,1,0,0,0,8004.339388145316
7,0,0,0,0,1,0,0,0,0.0
1,500,1,1,0,1,0,0,0,6021.690789473684
4,761,1,0,0,1,0,0,0,6266.349088453748
1,616,1,0,0,1,0,0,0,5364.717372881356
4,797,1,1,0,1,0,0,0,7811.268158976702
3,0,0,1,0,0,1,0,0,0.0
4,842,1,0,0,1,0,0,0,6558.377471264368
7,0,0,0,0,1,0,0,0,0.0
6,672,1,0,0,1,0,0,0,6500.995071868583
1,0,0,0,0,0,1,0,0,0.0
5,488,1,1,0,1,0,0,0,5426.836538461538
2,571,1,1,0,1,0,0,0,6498.201629327902
4,497,1,0,0,1,0,0,0,4603.439879154079
1,515,1,0,0,1,0,0,0,4785.342592592592
4,204,1,1,1,1,0,0,0,2096.942857142857
2,1464,1,0,0,1,0,0,0,9908.237831858407
2,780,1,1,0,1,0,0,0,8038.724137931034
7,0,0,0,0,1,0,0,0,0.0
4,554,1,0,0,1,0,0,0,4944.736147757256
3,1005,1,1,1,1,0,0,0,9256.547286821706
1,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
6,855,1,0,0,1,0,0,0,7701.688160088938
5,579,1,0,0,1,0,0,0,5307.0550847457625
2,655,1,1,0,1,0,0,0,7094.018971848225
1,1223,1,1,0,1,0,0,0,11762.37386569873
3,319,1,0,0,1,0,0,0,3352.6308724832215
1,864,1,1,1,1,0,0,0,9485.714143426294
2,609,1,0,0,1,0,0,0,5364.717372881356
2,576,1,1,0,1,0,0,0,6498.201629327902
1,546,1,1,1,1,0,0,0,6570.633879781421
7,0,0,0,0,1,0,0,0,0.0
3,774,1,1,0,1,0,0,0,7726.496010079798
4,569,1,0,0,1,0,0,0,5072.019741564967
7,0,0,0,0,1,0,0,0,0.0
1,923,1,1,0,1,0,0,0,9827.384245339748
2,1166,1,1,0,1,0,0,0,10914.898340248963
7,0,0,0,0,1,0,0,0,0.0
1,785,1,1,0,1,0,0,0,8645.729335494327
4,352,1,0,0,1,0,0,0,3702.514143094842
6,1185,1,0,0,1,0,0,0,9758.243515850145
5,685,1,1,0,1,0,0,0,6823.023879500367
6,440,1,0,0,1,0,0,0,4393.77794117647
4,566,1,1,0,1,0,0,0,6042.1271105447595
5,582,1,1,0,1,0,0,0,6042.1271105447595
3,601,1,0,0,1,0,0,0,5248.391816920943
2,888,1,1,0,1,0,0,0,8968.846675712348
1,610,1,1,0,1,0,0,0,7156.923618090453
3,465,1,1,0,1,0,0,0,5329.112068965517
4,674,1,1,0,1,0,0,0,6823.023879500367
3,614,1,1,0,1,0,0,0,6413.790129372304
2,592,1,0,1,1,0,0,0,5344.843225083987
4,489,1,0,1,1,0,0,0,4603.439879154079
3,638,1,0,0,1,0,0,0,5538.52265625
6,603,1,0,0,1,0,0,0,5777.84505640345
5,1254,1,0,1,1,0,0,0,9356.446107784432
1,580,1,1,0,1,0,0,0,7031.929292929293
5,1650,1,0,0,1,0,0,0,11655.98296836983
2,501,1,0,0,1,0,0,0,4603.439879154079
4,1118,1,1,0,1,0,0,0,9897.945957820739
6,500,1,0,0,1,0,0,0,4971.949982752673
6,208,1,0,0,1,0,0,0,1874.977653631285
5,1898,1,0,1,1,0,0,0,13483.504405286343
1,517,1,0,0,1,0,0,0,4785.342592592592
2,834,1,1,0,1,0,0,0,8509.226804123711
1,793,1,0,0,1,0,0,0,6320.272037361355
1,877,1,1,1,1,0,0,0,9485.714143426294
3,1038,1,0,0,1,0,0,0,7849.09402241594
2,504,1,1,0,1,0,0,0,5930.218888888889
3,1327,1,1,0,1,0,0,0,11173.982188295166
2,741,1,1,0,1,0,0,0,7650.754653130288
1,563,1,0,0,1,0,0,0,5072.019741564967
3,540,1,0,0,1,0,0,0,4907.429109159348
5,500,1,1,0,1,0,0,0,5426.836538461538
5,936,1,1,1,1,0,0,0,8597.108353510896
5,866,1,1,0,1,0,0,0,8058.9481292517
1,566,1,1,0,1,0,0,0,6800.908203125
5,563,1,1,0,1,0,0,0,6042.1271105447595
3,814,1,1,0,1,0,0,0,8235.41917211329
2,393,1,1,0,1,0,0,0,4806.965174129353
4,763,1,0,0,1,0,0,0,6266.349088453748
4,862,1,1,0,1,0,0,0,8058.9481292517
1,448,1,0,0,1,0,0,0,4360.727244582044
7,0,0,0,0,1,0,0,0,0.0
1,346,1,0,0,1,0,0,0,3583.7354910714284
5,723,1,1,1,1,0,0,0,7085.268030862127
3,636,1,1,0,1,0,0,0,6653.97895902547
3,560,1,1,0,1,0,0,0,6166.070807453416
2,1088,1,1,0,1,0,0,0,9940.55845629966
2,629,1,0,0,1,0,0,0,5456.4825026511135
3,508,1,1,1,1,0,0,0,5735.693045563549
3,442,1,0,1,1,0,0,0,4302.787535410765
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
2,866,1,1,0,1,0,0,0,8509.226804123711
3,638,1,1,1,1,0,0,0,6653.97895902547
7,0,0,0,0,1,0,0,0,0.0
1,672,1,1,0,1,0,0,0,7684.131868131868
4,844,1,0,0,1,0,0,0,6558.377471264368
4,614,1,1,0,1,0,0,0,6235.335553910683
3,533,1,1,1,1,0,0,0,5912.27471636953
5,1328,1,1,0,1,0,0,0,11173.982188295166
5,813,1,0,0,1,0,0,0,7346.38206954336
4,0,0,0,0,0,1,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
3,308,1,0,0,1,0,0,0,3226.2480916030536
4,971,1,0,0,1,0,0,0,7507.31095890411
1,741,1,1,0,1,0,0,0,8265.54906731549
6,255,1,0,0,1,0,0,0,2362.475138121547
5,725,1,0,1,1,0,0,0,6480.836948915326
2,1150,1,1,0,1,0,0,0,10562.072538860104
7,0,0,0,0,1,0,0,0,0.0
5,903,1,0,0,1,0,0,0,7640.4215413184775
2,566,1,1,0,1,0,0,0,6339.220930232558
3,891,1,0,0,1,0,0,0,6828.537931034482
7,0,0,0,0,1,0,0,0,0.0
3,781,1,1,0,1,0,0,0,7726.496010079798
4,748,1,0,0,1,0,0,0,6266.349088453748
5,380,1,0,1,1,0,0,0,3737.903409090909
7,0,0,0,0,1,0,0,0,0.0
3,797,1,1,0,1,0,0,0,8004.339388145316
2,490,1,1,0,1,0,0,0,5748.026315789473
1,1342,1,1,0,1,0,0,0,12802.706878306879
1,644,1,1,0,1,0,0,0,7558.199558985667
2,1262,1,1,0,1,0,0,0,11187.59872611465
1,1021,1,1,0,1,0,0,0,10705.333333333334
6,1397,1,0,0,1,0,0,0,10383.051859099804
7,0,0,0,0,1,0,0,0,0.0
5,873,1,1,0,1,0,0,0,8058.9481292517
5,1015,1,0,1,1,0,0,0,8267.047908232118
2,550,1,1,0,1,0,0,0,6255.412844036698
4,817,1,0,0,1,0,0,0,6558.377471264368
1,882,1,1,1,1,0,0,0,9485.714143426294
6,659,1,0,0,1,0,0,0,6394.018451845184
4,586,1,0,1,1,0,0,0,5277.985940246046
4,0,0,0,1,0,1,0,0,0.0
6,973,1,0,1,1,0,0,0,8182.064814814815
3,922,1,1,0,1,0,0,0,8597.108353510896
1,1897,1,0,0,1,0,0,0,13340.060240963856
3,555,1,1,0,1,0,0,0,6093.140350877193
5,399,1,0,0,1,0,0,0,4016.1594488188975
3,598,1,1,1,1,0,0,0,6413.790129372304
6,437,1,0,0,1,0,0,0,4393.77794117647
2,804,1,1,0,1,0,0,0,8295.130072840791
3,615,1,0,0,1,0,0,0,5364.717372881356
4,1221,1,1,0,1,0,0,0,10576.84399375975
6,3117,1,0,0,1,0,0,0,15592.525547445255
1,1096,1,0,0,1,0,0,0,8394.735354927636
4,454,1,0,1,1,0,0,0,4360.727244582044
1,1488,1,1,1,1,0,0,0,14010.319361277445
4,1133,1,0,0,1,0,0,0,8394.735354927636
6,337,1,0,0,1,0,0,0,3146.8896551724138
6,603,1,0,0,1,0,0,0,5777.84505640345
2,537,1,0,0,1,0,0,0,4840.990672884744
7,0,0,0,0,1,0,0,0,0.0
3,263,1,0,1,1,0,0,0,2810.976878612717
3,1179,1,1,0,1,0,0,0,10313.36797274276
2,684,1,0,0,1,0,0,0,5805.374263565892
2,494,1,0,0,1,0,0,0,4603.439879154079
6,767,1,0,0,1,0,0,0,7052.422169811321
4,0,0,0,0,1,0,0,0,0.0
3,978,1,1,0,1,0,0,0,8962.04939271255
3,608,1,1,1,1,0,0,0,6413.790129372304
4,525,1,0,1,1,0,0,0,4791.989032901296
4,587,1,1,0,1,0,0,0,6235.335553910683
6,688,1,0,0,1,0,0,0,6500.995071868583
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
1,861,1,0,0,1,0,0,0,6951.38441890166
6,856,1,0,0,1,0,0,0,7701.688160088938
3,661,1,0,0,1,0,0,0,5680.417628541448
7,0,0,0,0,1,0,0,0,0.0
4,1666,1,0,0,1,0,0,0,11243.997409326425
3,628,1,1,0,1,0,0,0,6653.97895902547
4,630,1,0,0,1,0,0,0,5456.4825026511135
7,0,0,0,0,1,0,0,0,0.0
6,2203,1,0,0,1,0,0,0,15367.336683417085
7,1499,1,0,0,1,0,0,0,8650.389830508475
2,609,1,0,0,1,0,0,0,5364.717372881356
6,499,1,0,0,1,0,0,0,4864.155793573515
4,1912,1,1,0,1,0,0,0,14102.206896551725
1,759,1,0,0,1,0,0,0,6119.622191011236
2,581,1,1,1,1,0,0,0,6498.201629327902
3,503,1,0,1,1,0,0,0,4603.439879154079
3,748,1,1,0,1,0,0,0,7414.5713199898655
3,608,1,0,1,1,0,0,0,5499.045148895293
7,0,0,0,0,1,0,0,0,0.0
6,583,1,0,0,1,0,0,0,5777.84505640345
5,843,1,0,0,1,0,0,0,7346.38206954336
7,0,0,0,0,1,0,0,0,0.0
4,0,0,1,1,0,1,0,0,0.0
4,449,1,1,0,1,0,0,0,5035.243410852713
3,1192,1,1,0,1,0,0,0,10313.36797274276
1,338,1,0,1,1,0,0,0,3459.6901041666665
5,426,1,0,1,1,0,0,0,4187.084158415842
5,537,1,1,0,1,0,0,0,5762.096529284165
7,0,0,0,0,1,0,0,0,0.0
6,690,1,0,0,1,0,0,0,6500.995071868583
4,908,1,1,0,1,0,0,0,8303.093127287515
3,680,1,1,1,1,0,0,0,7058.356196414653
4,0,0,0,0,0,1,0,0,0.0
3,681,1,0,0,1,0,0,0,5805.374263565892
3,1137,1,1,0,1,0,0,0,9897.945957820739
1,1129,1,1,0,1,0,0,0,11306.660580021482
6,471,1,0,0,1,0,0,0,4719.9421782178215
1,475,1,0,0,1,0,0,0,4523.016152716593
6,710,1,0,0,1,0,0,0,6750.09394654088
3,570,1,0,1,1,0,0,0,5152.003562945368
2,463,1,0,1,1,0,0,0,4433.312154696133
4,614,1,1,0,1,0,0,0,6235.335553910683
7,0,0,0,0,1,0,0,0,0.0
6,324,1,0,0,1,0,0,0,3060.623910336239
7,0,0,0,0,1,0,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
3,545,1,1,0,1,0,0,0,5912.27471636953
1,988,1,1,0,1,0,0,0,10495.552746294681
1,1175,1,1,1,1,0,0,0,11762.37386569873
2,534,1,0,1,1,0,0,0,4791.989032901296
7,0,0,0,0,1,0,0,0,0.0
2,491,1,0,0,1,0,0,0,4603.439879154079
1,406,1,0,0,1,0,0,0,4050.9443155452436
3,973,1,0,0,1,0,0,0,7507.31095890411
5,765,1,1,0,1,0,0,0,7564.41279620853
3,373,1,0,1,1,0,0,0,3737.903409090909
6,829,1,0,0,1,0,0,0,7346.38206954336
4,600,1,1,0,1,0,0,0,6235.335553910683
2,385,1,0,0,1,0,0,0,3820.6510067114095
7,0,0,0,0,1,0,0,0,0.0
1,941,1,0,0,1,0,0,0,7142.867151956324
4,744,1,1,0,1,0,0,0,7414.5713199898655
6,601,1,0,0,1,0,0,0,5777.84505640345
6,276,1,0,0,1,0,0,0,2597.7635869565215
4,722,1,1,0,1,0,0,0,7085.268030862127
4,998,1,0,1,1,0,0,0,7892.758687258687
5,1723,1,0,0,1,0,0,0,12227.579957356076
7,0,0,0,0,1,0,0,0,0.0
4,2308,1,1,0,1,0,0,0,16177.286338797814
1,644,1,1,0,1,0,0,0,7558.199558985667
6,781,1,0,0,1,0,0,0,7052.422169811321
2,1374,1,1,0,1,0,0,0,12192.930894308944
6,1045,1,0,0,1,0,0,0,8688.737618545838
2,384,1,0,0,1,0,0,0,3820.6510067114095
5,658,1,1,0,1,0,0,0,6693.42872687704
1,465,1,1,0,1,0,0,0,5596.13947368421
6,685,1,0,0,1,0,0,0,6500.995071868583
7,0,0,0,0,1,0,0,0,0.0
5,548,1,1,0,1,0,0,0,5876.073184676959
6,808,1,0,0,1,0,0,0,7052.422169811321
2,554,1,0,0,1,0,0,0,4944.736147757256
2,785,1,1,0,1,0,0,0,8038.724137931034
6,607,1,0,0,1,0,0,0,5777.84505640345
1,0,0,0,0,0,1,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
2,679,1,1,0,1,0,0,0,7277.700125470515
5,356,1,0,0,1,0,0,0,3702.514143094842
2,465,1,0,0,1,0,0,0,4433.312154696133
1,1020,1,0,0,1,0,0,0,7849.09402241594
1,499,1,0,0,1,0,0,0,4680.334035827186
1,0,0,0,0,0,1,0,0,0.0
5,584,1,1,0,1,0,0,0,6042.1271105447595
1,633,1,1,0,1,0,0,0,7322.666666666667
6,1205,1,0,0,1,0,0,0,9758.243515850145
5,0,0,1,0,0,1,0,0,0.0
2,433,1,0,0,1,0,0,0,4234.0
5,701,1,0,0,1,0,0,0,6363.0074349442375
4,540,1,1,1,1,0,0,0,5876.073184676959
1,702,1,1,0,1,0,0,0,7946.158450704225
2,1273,1,1,1,1,0,0,0,11187.59872611465
5,765,1,0,0,1,0,0,0,6744.2184829059825
3,3306,1,1,1,1,0,0,0,18776.18051575931
3,862,1,1,0,1,0,0,0,8235.41917211329
2,588,1,1,0,1,0,0,0,6498.201629327902
3,684,1,0,0,1,0,0,0,5805.374263565892
2,703,1,0,1,1,0,0,0,6103.085948158254
4,1070,1,1,0,1,0,0,0,9698.59173126615
5,398,1,1,0,1,0,0,0,4479.323188405797
7,0,0,0,0,1,0,0,0,0.0
5,829,1,1,0,1,0,0,0,8058.9481292517
7,0,0,0,0,1,0,0,0,0.0
2,838,1,1,0,1,0,0,0,8509.226804123711
6,956,1,0,0,1,0,0,0,8182.064814814815
7,0,0,0,0,1,0,0,0,0.0
2,607,1,0,1,1,0,0,0,5344.843225083987
6,468,1,0,0,1,0,0,0,4532.85368956743
5,723,1,1,0,1,0,0,0,7085.268030862127
2,640,1,1,1,1,0,0,0,7094.018971848225
4,658,1,0,0,1,0,0,0,5680.417628541448
3,544,1,0,0,1,0,0,0,4907.429109159348
5,1460,1,1,1,0,0,1,0,11194.122807017544
3,316,1,1,0,1,0,0,0,3680.029411764706
7,0,0,0,0,1,0,0,0,0.0
4,1163,1,1,1,1,0,0,0,10313.36797274276
7,0,0,0,0,1,0,0,0,0.0
1,590,1,0,1,1,0,0,0,5344.843225083987
5,811,1,0,0,1,0,0,0,7346.38206954336
7,0,0,0,0,1,0,0,0,0.0
4,705,1,0,0,1,0,0,0,5933.963311382879
2,1356,1,1,0,1,0,0,0,11813.376657824934
3,1408,1,0,0,1,0,0,0,9908.237831858407
1,1054,1,0,0,1,0,0,0,7849.09402241594
2,684,1,1,0,1,0,0,0,7277.700125470515
3,694,1,1,1,1,0,0,0,7058.356196414653
3,715,1,1,0,1,0,0,0,7209.026639344263
2,573,1,0,0,1,0,0,0,5072.019741564967
2,791,1,0,0,1,0,0,0,6320.272037361355
2,779,1,1,1,1,0,0,0,8038.724137931034
5,709,1,0,0,1,0,0,0,6480.836948915326
1,435,1,0,0,1,0,0,0,4234.0
3,1269,1,1,0,1,0,0,0,10935.489583333334
3,1693,1,1,0,1,0,0,0,12907.019144144144
5,373,1,0,1,1,0,0,0,3737.903409090909
1,1503,1,0,0,1,0,0,0,10324.734042553191
5,684,1,0,1,1,0,0,0,6244.863395225464
5,2837,1,1,0,1,0,0,0,16167.028571428571
2,461,1,0,1,1,0,0,0,4360.727244582044
2,891,1,1,1,1,0,0,0,8968.846675712348
5,530,1,0,0,1,0,0,0,5013.0
5,882,1,0,1,1,0,0,0,7387.374053030303
4,646,1,1,0,1,0,0,0,6474.423423423424
5,716,1,1,0,1,0,0,0,7085.268030862127
5,592,1,0,0,1,0,0,0,5539.437130801688
6,255,1,0,0,1,0,0,0,2362.475138121547
7,0,0,0,0,1,0,0,0,0.0
2,801,1,1,1,1,0,0,0,8295.130072840791
7,0,0,0,0,1,0,0,0,0.0
4,823,1,0,0,1,0,0,0,6558.377471264368
7,0,0,0,0,1,0,0,0,0.0
4,529,1,0,0,1,0,0,0,4840.990672884744
6,528,1,0,0,1,0,0,0,5261.591693290735
6,515,1,0,0,1,0,0,0,4971.949982752673
5,496,1,0,0,1,0,0,0,4864.155793573515
5,893,1,1,0,1,0,0,0,8303.093127287515
6,623,1,0,0,1,0,0,0,6089.990731863215
7,0,0,0,0,1,0,0,0,0.0
4,984,1,1,0,1,0,0,0,8962.04939271255
3,314,1,0,1,1,0,0,0,3226.2480916030536
7,0,0,0,0,1,0,0,0,0.0
6,429,1,0,0,1,0,0,0,4090.1260744985675
2,914,1,1,0,1,0,0,0,8968.846675712348
5,858,1,1,0,1,0,0,0,8058.9481292517
7,0,0,0,0,1,0,0,0,0.0
4,1204,1,1,0,1,0,0,0,10313.36797274276
1,930,1,0,0,1,0,0,0,7142.867151956324
5,835,1,0,0,1,0,0,0,7346.38206954336
4,571,1,0,0,1,0,0,0,5072.019741564967
6,639,1,0,0,1,0,0,0,6089.990731863215
1,442,1,0,0,1,0,0,0,4302.787535410765
4,618,1,1,0,1,0,0,0,6235.335553910683
1,706,1,1,1,1,0,0,0,8143.700787401574
6,571,1,0,0,1,0,0,0,5600.27261761158
2,610,1,0,0,1,0,0,0,5364.717372881356
6,733,1,0,0,1,0,0,0,6750.09394654088
1,1001,1,1,1,1,0,0,0,10766.953995157384
4,0,0,1,1,0,1,0,0,0.0
4,721,1,1,0,1,0,0,0,7085.268030862127
6,474,1,0,0,1,0,0,0,4719.9421782178215
3,669,1,1,1,1,0,0,0,6907.029702970297
5,767,1,0,1,1,0,0,0,6744.2184829059825
1,648,1,0,0,1,0,0,0,5538.52265625
2,759,1,0,1,1,0,0,0,6450.277258566978
3,1538,1,1,0,1,0,0,0,12332.705996131528
6,673,1,0,0,1,0,0,0,6500.995071868583
1,0,0,0,1,0,0,1,0,0.0
7,0,0,0,0,1,0,0,0,0.0
4,537,1,0,0,1,0,0,0,4840.990672884744
3,310,1,1,0,1,0,0,0,3858.309523809524
6,480,1,0,0,1,0,0,0,4719.9421782178215
3,494,1,0,0,1,0,0,0,4603.439879154079
2,720,1,1,0,1,0,0,0,7543.944910179641
6,399,1,0,0,1,0,0,0,3762.3943089430895
3,364,1,0,0,1,0,0,0,3654.067415730337
6,394,1,0,0,1,0,0,0,3715.692082111437
4,521,1,0,0,1,0,0,0,4691.07006071929
3,563,1,1,0,1,0,0,0,6166.070807453416
1,681,1,0,0,1,0,0,0,5805.374263565892
4,803,1,0,0,1,0,0,0,6450.335990190068
1,1097,1,1,0,1,0,0,0,11154.968232044199
6,463,1,0,0,1,0,0,0,4532.85368956743
2,625,1,0,0,1,0,0,0,5456.4825026511135
6,598,1,0,0,1,0,0,0,5777.84505640345
7,0,0,0,0,1,0,0,0,0.0
2,1035,1,0,0,1,0,0,0,7849.09402241594
5,436,1,0,0,1,0,0,0,4316.991014120667
6,760,1,0,0,1,0,0,0,7052.422169811321
2,1432,1,1,0,1,0,0,0,12388.00552486188
4,345,1,1,0,1,0,0,0,3954.283582089552
1,668,1,1,0,1,0,0,0,7715.848126232741
3,422,1,1,0,1,0,0,0,5036.238095238095
6,1624,1,0,0,1,0,0,0,11655.98296836983
4,646,1,0,0,1,0,0,0,5538.52265625
5,722,1,1,0,1,0,0,0,7085.268030862127
5,702,1,0,0,1,0,0,0,6363.0074349442375
4,360,1,0,0,1,0,0,0,3702.514143094842
6,467,1,0,0,1,0,0,0,4532.85368956743
2,975,1,1,0,1,0,0,0,9019.96875
6,296,1,0,0,1,0,0,0,2765.766101694915
3,536,1,1,0,1,0,0,0,5912.27471636953
4,2510,1,0,0,1,0,0,0,13126.052552552552
1,1148,1,1,0,1,0,0,0,11306.660580021482
5,714,1,1,0,1,0,0,0,7085.268030862127
2,1013,1,0,1,1,0,0,0,7892.758687258687
6,437,1,0,0,1,0,0,0,4393.77794117647
6,641,1,0,1,1,0,0,0,6089.990731863215
4,0,0,1,0,0,1,0,0,0.0
7,0,0,0,0,1,0,0,0,0.0
6,265,1,0,0,1,0,0,0,2487.3035143769966
1,759,1,1,0,1,0,0,0,8476.155069582504
6,594,1,0,0,1,0,0,0,5777.84505640345
5,1071,1,0,1,1,0,0,0,8688.737618545838
6,903,1,0,0,1,0,0,0,8021.107382550335
6,365,1,0,0,1,0,0,0,3469.0105660377358
5,846,1,1,1,1,0,0,0,8058.9481292517
3,424,1,1,0,1,0,0,0,5036.238095238095
4,955,1,1,0,1,0,0,0,8822.24535493092
4,676,1,1,0,1,0,0,0,6823.023879500367
3,428,1,0,0,1,0,0,0,4234.0
4,0,0,0,0,1,0,0,0,0.0
4,756,1,0,0,1,0,0,0,6266.349088453748
4,477,1,0,1,1,0,0,0,4433.312154696133
2,444,1,0,0,1,0,0,0,4302.787535410765
3,627,1,0,0,1,0,0,0,5456.4825026511135
3,837,1,1,0,1,0,0,0,8235.41917211329
7,0,0,0,0,1,0,0,0,0.0
6,1060,1,0,0,1,0,0,0,8688.737618545838
5,978,1,1,0,1,0,0,0,8962.04939271255
7,0,0,0,0,1,0,0,0,0.0
3,544,1,0,1,1,0,0,0,5019.322709163346
1,930,1,1,1,1,0,0,0,9327.870967741936
1,746,1,1,0,1,0,0,0,8265.54906731549
1,678,1,1,0,1,0,0,0,7961.199488491048
4,807,1,0,0,1,0,0,0,6450.335990190068
4,902,1,1,0,1,0,0,0,8303.093127287515
6,309,1,0,0,1,0,0,0,2934.1897654584222
4,1543,1,1,0,1,0,0,0,12332.705996131528
6,1036,1,0,0,1,0,0,0,8461.406392694063
2,530,1,0,1,1,0,0,0,4791.989032901296
3,921,1,1,0,1,0,0,0,8597.108353510896
7,0,0,0,0,1,0,0,0,0.0
1,400,1,1,0,1,0,0,0,5088.540983606557
7,0,0,0,0,1,0,0,0,0.0
6,502,1,0,0,1,0,0,0,4971.949982752673
6,508,1,0,0,1,0,0,0,4971.949982752673
1,289,1,0,0,1,0,0,0,3038.3802816901407
5,813,1,0,0,1,0,0,0,7346.38206954336
6,367,1,0,0,1,0,0,0,3469.0105660377358
6,229,1,0,0,1,0,0,0,2155.5
6,207,1,0,0,1,0,0,0,1874.977653631285
2,480,1,0,1,1,0,0,0,4528.235518292683
4,720,1,1,0,1,0,0,0,7085.268030862127
3,781,1,1,0,1,0,0,0,7726.496010079798
7,0,0,0,0,1,0,0,0,0.0
4,810,1,1,0,1,0,0,0,7811.268158976702
3,364,1,0,0,1,0,0,0,3654.067415730337
3,1257,1,1,1,1,0,0,0,10650.748948106591
5,565,1,0,0,1,0,0,0,5222.174103237096
3,1345,1,0,0,1,0,0,0,9239.763157894737
4,1802,1,1,0,1,0,0,0,13750.309297912714
